;-------------------------------------------------------------------------
; Location Table
;-------------------------------------------------------------------------
; ASHRAE/IES Standard 90.1-1989 (Equivalent) - Energy Cost Budget Method
; Compiled for US DOE by RS_Briggs@pnl.gov
; December 17, 1998
;-------------------------------------------------------------------------
; Column Key:
;   independent 1 -> integer -> Location Code (selected by user from list)
;   dependent   1 -> integer -> Weather File Index
;   dependent   2 -> integer -> Elevation
;   dependent   3 -> float   -> Latitude
;   dependent   4 -> float   -> Longitude
;   dependent   5 -> integer -> ASHRAE Bin Number
;   dependent   6 -> float   -> Vertical Solar North
;   dependent   7 -> float   -> Vertical Solar East and West
;   dependent   8 -> float   -> Vertical Solar South
;   dependent   9 -> float   -> Diurnal Temperature Range
;   dependent  10 -> float   -> Heating Deg Days @ 65
;   dependent  11 -> float   -> Heating Deg Days @ 50
;   dependent  12 -> float   -> Cooling Deg Days @ 65
;   dependent  13 -> float   -> Cooling Deg Days @ 50
;   dependent  14 -> float   -> Cooling Deg Hours @ 80
;   dependent  15 -> integer -> COMcheck-EZ Zone Number
;   dependent  16 -> float   -> 1% Design Dry Bulb
;   dependent  17 -> float   -> 1% Design Wet Bulb
;
;-----|------------------------------------------------------------------------------------------------------------------------
; ind | dependents
;  1  |  1      2     3      4      5     6      7     8     9      10      11      12      13      14      15	 16   17
;-----|------------------------------------------------------------------------------------------------------------------------
; Loc | WFI,  Elev,  Lat,  Long,  ABin,  VSN,  VSEW,  VSS,  DTR,  HDD65,  HDD50,  CDD65,  CDD50,  CDH80, CCEZ Zn DDB  DWB City
;-----|------------------------------------------------------------------------------------------------------------------------
; *California
194,  44,            4400,     41.50,  120.55,  46, 419, 909,  1153, 16.2, 7043,  3020,  192,  1617,  209,   29,  88,  63; Alturas        
195,  47,            60,       40.80,  124.17,  32, 428, 951,  1177, 29.5, 4496,  536,   0,    1529,  0,     17, 102,  71; Arcata         
196,  41,            2140,     37.08,  119.50,  24, 459, 1029, 1199, 31.8, 3191,  727,   1603, 4614,  9153,  13, 101,  71; Auberry        
197,  49,            1292,     38.92,  121.08,  25, 444, 987,  1185, 34.6, 3085,  613,   1292, 4300,  6116,  16,  97,  70; Auburn         
198,  42,            25,       33.35,  118.32,  21, 482, 956,  1144, 16.1, 1869,  55,    699,  4365,  1374,  8 ,  88,  70; Avalon         
199,  35,            495,      35.42,  119.05,  19, 474, 1053, 1211, 28.9, 2182,  388,   2365, 6049,  16699, 11, 101,  71; Bakersfield    
200,  38,            1922,     34.87,  116.78,  18, 475, 1102, 1309, 27,   1990,  324,   2987, 6801,  24195, 9 , 105,  71; Barstow        
201,  38,            2600,     33.93,  116.97,  20, 475, 1102, 1309, 27,   2432,  333,   1451, 4827,  6275,  9 , 105,  71; Beaumont       
202,  51,            345,      37.87,  122.25,  26, 454, 941,  1146, 20.2, 2902,  211,   115,  2905,  35,    12,  78,  63; Berkeley       
203,  161,           4108,     37.37,  118.37,  29, 427, 1130, 1502, 28.4, 4310,  1418,  1039, 3611,  3026,  18,  92,  61; Bishop         
204,  31,            268,      33.62,  114.60,  12, 493, 1151, 1330, 23.5, 1330,  96,    3758, 8000,  33229, 9 , 109,  78; Blythe         
205,  160,           5365,     39.45,  120.65,  45, 428, 1068, 1401, 39.3, 6387,  2524,  273,  1862,  775,   21,  92,  62; Bowman         
206,  31,            -100,     32.95,  115.55,  12, 493, 1151, 1330, 23.5, 1185,  67,    3605, 7971,  29725, 5 , 109,  78; Brawley        
207,  43,            655,      34.18,  118.35,  15, 482, 962,  1146, 14.1, 1609,  78,    1424, 5376,  5161,  8 ,  81,  69; Burbank        
208,  47,            3140,     40.88,  121.67,  46, 428, 951,  1177, 29.5, 6591,  2593,  160,  1626,  165,   13, 102,  71; Burney         
209,  35,            269,      35.40,  119.47,  20, 474, 1053, 1211, 28.9, 2612,  507,   1870, 5243,  8648,  11, 101,  71; Buttonwillow   
210,  49,            4695,     38.28,  120.32,  40, 444, 987,  1185, 34.6, 5957,  2245,  304,  2044,  529,   16,  97,  70; Calaveras      
211,  44,            4670,     41.53,  120.17,  45, 419, 909,  1153, 16.2, 6480,  2819,  469,  2252,  1440,  29,  88,  63; Cedarville     
212,  47,            185,      39.70,  121.82,  25, 428, 951,  1177, 29.5, 2953,  573,   1360, 4454,  4660,  13, 102,  71; Chico          
213,  50,            56,       32.60,  117.10,  16, 490, 950,  1121, 11.5, 1798,  44,    638,  4369,  738,   5 ,  81,  71; Chula Vista      
214,  42,            740,      34.07,  117.82,  15, 482, 956,  1144, 16.1, 1713,  104,   1273, 5145,  4210,  8 ,  88,  70; Claremont      
215,  46,            320,      38.77,  122.98,  25, 477, 936,  1131, 12.3, 2746,  404,   857,  3985,  1346,  12,  79,  69; Cloverdale     
216,  41,            670,      36.15,  120.35,  20, 459, 1029, 1199, 31.8, 2481,  440,   1956, 5386,  10148, 13, 101,  71; Coalinga       
217,  49,            2410,     39.10,  120.95,  25, 444, 987,  1185, 34.6, 3436,  807,   1226, 4070,  6757,  16,  97,  70; Colfax         
218,  47,            50,       39.20,  122.02,  25, 428, 951,  1177, 29.5, 2895,  549,   1265, 4394,  3348,  13, 102,  71; Colusa         
219,  41,            200,      36.10,  119.57,  20, 459, 1029, 1199, 31.8, 2594,  494,   1811, 5186,  7755,  13, 101,  71; Corcoran       
220,  42,            610,      33.88,  117.55,  15, 482, 956,  1144, 16.1, 1747,  94,    1339, 5166,  4750,  9 ,  88,  70; Corona         
221,  46,            1430,     39.78,  123.25,  30, 477, 936,  1131, 12.3, 3994,  986,   634,  3098,  1593,  16,  79,  69; Covelo         
222,  43,            55,       34.02,  118.40,  15, 482, 962,  1146, 14.1, 1391,  12,    986,  5101,  2682,  8 ,  81,  69; Culver City       
223,  38,            1922,     34.87,  116.78,  18, 475, 1102, 1309, 27,   1990,  324,   2987, 6801,  24195, 9 , 105,  71; Daggett        
224,  49,            60,       38.53,  121.77,  25, 444, 987,  1185, 34.6, 2911,  534,   1041, 4138,  2465,  13,  97,  70; Davis          
225,  49,            91,       37.65,  121.00,  20, 444, 987,  1185, 34.6, 2605,  454,   1401, 4726,  4505,  13,  97,  70; Denair         
226,  31,            973,      33.80,  115.45,  11, 493, 1151, 1330, 23.5, 1114,  78,    4232, 8671,  40611, 9 , 109,  78; Eagle Mountain   
227,  31,            -30,      32.77,  115.57,  11, 493, 1151, 1330, 23.5, 1156,  54,    3741, 8132,  32238, 5 , 109,  78; El Centro     
228,  42,            135,      33.75,  117.87,  14, 482, 956,  1144, 16.1, 1238,  13,    1175, 5430,  2187,  8 ,  88,  70; El Toro       
229,  50,            13,       32.73,  117.17,  15, 490, 950,  1121, 11.5, 1256,  18,    984,  5223,  2203,  5 ,  81,  71; Escondido      
230,  47,            60,       40.80,  124.17,  32, 428, 951,  1177, 29.5, 4496,  536,   0,    1529,  0,     17, 102,  71; Eureka         
231,  49,            40,       38.27,  122.03,  25, 444, 987,  1185, 34.6, 2767,  460,   898,  4063,  2178,  12,  97,  70; Fairfield      
232,  42,            1100,     34.08,  117.52,  14, 482, 956,  1144, 16.1, 1478,  105,   1922, 6026,  10346, 9 ,  88,  70; Fontana        
233,  46,            165,      39.45,  123.80,  32, 477, 936,  1131, 12.3, 4273,  416,   0,    1625,  0,     16,  79,  69; Ft. Bragg      
234,  41,            328,      36.77,  119.72,  20, 459, 1029, 1199, 31.8, 2556,  469,   1967, 5350,  10903, 13, 101,  71; Fresno         
